,hosQuad,Class
9122,food excellent the lobby,0
9123,rooms are very nice,0
9124,was clean and spacious,0
9125,its anything like the,0
9126,regard the hilton in,0
9127,this work on arrival,0
9128,services are great food,0
9129,who i stay at,0
9130,it was refreshing to,0
9131,exploration and a bolt,0
9132,it a great view,0
9133,come across the staff,0
9134,to make you comfortable,0
9135,meeting room  that wa,0
9136,food was great this,0
9137,stay there on my,0
9138,country however have never,0
9139,business minded as well,0
9140,nature attending to needs,0
9141,their way to serve,0
9142,ensure my stay was,0
9143,from the us to,0
9144,feel to menu in,0
9145,the best first time,0
9146,hotel for two nights,0
9147,restaurants pool gym and,0
9148,to airport going on,0
9149,room is very clean,0
9150,with capable service good,0
9151,was accompanying me for,0
9152,all you need to,0
9153,is a very new,0
9154,the place was a,0
9155,of rain the final,0
9156,it is absolutely awesome,0
9157,and look around very,0
9158,to the airport although,0
9159,varieties of starters  mai,0
9160,bed is extremely comfortable,0
9161,a superb experience staying,0
9162,and spotless staff was,0
9163,in hilton chennai from,0
9164,the staff here has,0
9165,has been extremely friendly,0
9166,me found it difficult,0
9167,food good spread for,0
9168,get to sometimes but,0
9169,thanks for your hospitality,0
9170,roof top infinity swimming,0
9171,and a well kept,0
9172,hilton beautiful hotel roof,0
9173,to sleep through all,0
9174,food was awesome authentic,0
9175,stay there again o,0
9176,also started moving five,0
9177,wanted to watch the,0
9178,on a morning flight,0
9179,qbar on the rooftop,0
9180,aspects the drawbacks are,0
9181,in the city huge,0
9182,and my luggage was,0
9183,makes note of the,0
9184,for those travelling to,0
9185,ba red eye and,0
9186,sink area also did,0
9187,was far from my,0
9188,moreover it is very,0
9189,ritesh athil sahil chef,0
9190,but the sound from,0
9191,offers excellent service comfortable,0
9192,with a local flair,0
9193,hospitality shown by the,0
9194,where one could order,0
9195,the rule in most,0
9196,mosquitos while we were,0
9197,exceptional service at lobby,0
9198,had a very comfortable,0
9199,nights firstly check in,0
9200,excellent as it was,0
9201,diamond member so he,0
9202,to the identikit rooms,0
9203,friendly staff the food,0
9204,keeping bellmen security and,0
9205,feedback after your recent,0
9206,be happy to recommend,0
9207,with a smilethroughout the,0
9208,guides for our stay,0
9209,this hotel had a,0
9210,as it was close,0
9211,your hospitality all perfect,0
9212,the decor is really,0
9213,were very comfortable and,0
9214,great room and restaurant,0
9215,trip on  july ,0
9216,the staff was extremely,0
9217,a teamamazing place for,0
9218,which serves dishes from,0
9219,breakfast service was outstanding,0
9220,clearly takes pride in,0
9221,modernity of the city,0
9222,so clean and neat,0
9223,quality of food i,0
9224,the room had no,0
9225,during their stay i,0
9226,served as a bouffet,0
9227,neel  sneha  vidyottama the,0
9228,we had trip was,0
9229,good i stay in,0
9230,very good while here,0
9231,to help hotel was,0
9232,chennai for several months,0
9233,no enough to be,0
9234,town this is not,0
9235,stay starting one night,0
9236,hotel to relax in,0
9237,card they gave lot,0
9238,wanted to do a,0
9239,the domestic and international,0
9240,organize every single detail,0
9241,and always smiling very,0
9242,you are made to,0
9243,very well maintained and,0
9244,itself is excellent swimming,0
9245,to hilton chennai is,0
9246,the line has been,0
9247,room dining was pretty,0
9248,wish to be updated,0
9249,for the help which,0
9250,best place may have,0
9251,same nice way with,0
9252,are well furnished beds,0
9253,the spread at vascos,0
9254,a doubt i will,0
9255,very pleasantly surprised by,0
9256,front desk during check,0
9257,hotel had full of,0
9258,experience the first day,0
9259,given a room at,0
9260,was right on the,0
9261,restaurants international indian the,0
9262,certainly not in town,0
9263,tacky had a silver,0
9264,know me excellent attention,0
9265,like to recommend each,0
9266,after  weeks visit o,0
9267,known to sleep through,0
9268,hotel for both business,0
9269,international hilton standards are,0
9270,outstanding feature of this,0
9271,drawbacks are the chennai,0
9272,all kinds of choices,0
9273,superb and qualitywe can,0
9274,middle of nowwhere overlooking,0
9275,there was a large,0
9276,to it for this,0
9277,ball room is so,0
9278,bed suitroom were awesome,0
9279,leakages rest assured my,0
9280,airport and business center,0
9281,very comfortable you really,0
9282,chennai has been a,0
9283,attentive  whether its receptio,0
9284,by the staff there,0
9285,nights and had overall,0
9286,extremely helpful and gave,0
9287,and i sincerely hope,0
9288,these things show how,0
9289,office desk to housekeeping,0
9290,at reception we casually,0
9291,great area so you,0
9292,been very well looked,0
9293,different things are provided,0
9294,the airport and we,0
9295,of hotels in the,0
9296,and the rooms welcoming,0
9297,for the region the,0
9298,must say these guys,0
9299,i wished i had,0
9300,very nice hotel in,0
9301,but i was also,0
9302,houses that hampers hotel,0
9303,is construction of metro,0
9304,from pune for some,0
9305,bustle of an indian,0
9306,the guest room is,0
9307,a constructive critisism only,0
9308,their excellent service i,0
9309,and comfortable rooms the,0
9310,tried to call them,0
9311,had recently visited this,0
9312,to pay for internetbreakfast,0
9313,top tier rewards member,0
9314,the cap of hilton,0
9315,hotel i was missing,0
9316,was a huge selection,0
9317,pick you up and,0
9318,is cleverly packaged into,0
9319,we had a conference,0
9320,would add to your,0
9321,diet and it’s not,0
9322,an airport without being,0
9323,well thought off this,0
9324,superstars gunja and reshma,0
9325,to chennai and didnt,0
9326,of the guests completely,0
9327,work  good location fro,0
9328,other problems i left,0
9329,in last year or,0
9330,time in india as,0
9331,staff is professional the,0
9332,trip the size of,0
9333,breakfast spread was the,0
9334,outstanding all the staff,0
9335,we arrived till we,0
9336,experience staying on a,0
9337,since i visited during,0
9338,also in terms of,0
9339,regarding the checkin and,0
9340,at in the we,0
9341,to the beach and,0
9342,you would expect of,0
9343,vasco restaurant great location,0
9344,rarely do you come,0
9345,hotel and our service,0
9346,hotel is very modern,0
9347,on saturday as well,0
9348,prompt in solving all,0
9349,comfortable you really feel,0
9350,day we checked in,0
9351,will go stay there,0
9352,food served at the,0
9353,treatment i seen their,0
9354,few minutes to absorb,0
9355,cold beers made our,0
9356,was impressed by the,0
9357,and guest relation mangaer,0
9358,that you enjoyed our,0
9359,to be compilementry or,0
9360,and well maintained food,0
9361,always attentive to my,0
9362,wished i had not,0
9363,by the serving staff,0
9364,night and the personal,0
9365,thank karthik ayna  askard,0
9366,to explore dinner options,0
9367,had my old hilton,0
9368,you can find some,0
9369,that drawers in rooms,0
9370,hospitality that our group,0
9371,of standard that would,0
9372,best smoking zone ever,0
9373,facilities as much as,0
9374,our hotel and we,0
9375,and stood by our,0
9376,as my wife is,0
9377,shouldnt but thats a,0
9378,it was closer to,0
9379,in daylight looks a,0
9380,taste everything too much,0
9381,all hall is found,0
9382,up the room was,0
9383,hilton was extremely great,0
9384,thanks to neel and,0
9385,best for us thank,0
9386,business and family trips,0
9387,recommending us we look,0
9388,were neat but the,0
9389,the th floor is,0
9390,one way  but fo,0
9391,downside is the metor,0
9392,a hotel the staff,0
9393,bar manager has a,0
9394,hotel nice amenities and,0
9395,close separate shower cabinet,0
9396,and extremely comfortable the,0
9397,and comfort specially food,0
9398,nagarkk nagar area this,0
9399,leaving the hotel i,0
9400,spread and good quality,0
9401,there was a cupcake,0
9402,to neel  hes amazin,0
9403,sheraton first impressions of,0
9404,a great plus not,0
9405,a silent air conditionning,0
9406,spacious and very cleanthere,0
9407,when we reached the,0
9408,i was finally upgraded,0
9409,world not only in,0
9410,of the rain we,0
9411,the lobby to the,0
9412,front desk being particularly,0
9413,always my friend talk,0
9414,enjoyable stay at the,0
9415,exceptional hotel staff are,0
9416,the bed uncomfortable and,0
9417,sleep calmly food are,0
9418,i found this hilton,0
9419,very friendly takes care,0
9420,positioned very bad it,0
9421,a relaxed setting roof,0
9422,excellence they went out,0
9423,it and said he,0
9424,before we left the,0
9425,it was warranted internet,0
9426,hilton chennai what can,0
9427,business wish it could,0
9428,i tried to call,0
9429,once inside it tuely,0
9430,spoke to one of,0
9431,from arrival to departure,0
9432,from indian asian continental,0
9433,were the best quality,0
9434,pm she introduce me,0
9435,team wide selection of,0
9436,close to where i,0
9437,already so tired after,0
9438,room is quite cozy,0
9439,one night following cruise,0
9440,building very good hotel,0
9441,you hilton team i,0
9442,olympia technology park all,0
9443,amenities and the decor,0
9444,upon my arrival at,0
9445,different areas and the,0
9446,welcoming and helpful this,0
9447,with delay in leaving,0
9448,rooms attentive personnel internet,0
9449,service as impeccable as,0
9450,during the very limited,0
9451,end crowd the staff,0
9452,top dollar and comparing,0
9453,week  very friendly an,0
9454,is wonderful the area,0
9455,i wouldnt hesitate to,0
9456,every aspect is good,0
9457,in outside india  ,0
9458,property befitting a star,0
9459,out of there way,0
9460,starred branded operation like,0
9461,could be more alert,0
9462,were just ok but,0
9463,in the last  month,0
9464,polite food choices are,0
9465,service is alright and,0
9466,operation staff was very,0
9467,for very good site,0
9468,class  excellent ambience extremel,0
9469,if have small child,0
9470,to start my exploration,0
9471,that the little things,0
9472,over backwards to get,0
9473,pleasure staysthe room was,0
9474,gain much on my,0
9475,food and environmentfamily friendly,0
9476,clean big modern rooms,0
9477,weekend i wanted to,0
9478,it exceeds most hotels,0
9479,th augustwhen we i,0
9480,on my face all,0
9481,ayna  askardm  ramuconcierge  t,0
9482,hotel for one night,0
9483,i have had an,0
9484,our guests during their,0
9485,the airport since the,0
9486,get you what you,0
9487,was a hot humid,0
9488,hotel for a long,0
9489,inside and outside the,0
9490,is a good i,0
9491,restaurant is very nice,0
9492,never come back to,0
9493,from all the team,0
9494,best part is the,0
9495,flight can not fault,0
9496,at hilton chennai twice,0
9497,class of hotel low,0
9498,lounge the front desk,0
9499,out staff is very,0
9500,more on how they,0
9501,to choose from in,0
9502,good hotel great when,0
9503,drink at night in,0
9504,housekeeping clean the room,0
9505,it is located quite,0
9506,good the entrance was,0
9507,where you have your,0
9508,care and were delicious,0
9509,nicely furnished without being,0
9510,dingy hotels of uk,0
9511,and pool are amazing,0
9512,made me feel really,0
9513,drink was good quality,0
9514,desk she is a,0
9515,airline had mislaid my,0
9516,issues at all the,0
9517,at this hotel probably,0
9518,it feels like the,0
9519,monica and sneha stunnin,0
9520,the things which we,0
9521,have come across with,0
9522,i booked my stay,0
9523,friendly and attentive we,0
9524,process that reduces any,0
9525,rooms the amenities the,0
9526,for  monthsit was m,0
9527,of good standard but,0
9528,you feel welcome and,0
9529,still all usual items,0
9530,no more than a,0
9531,also the staff was,0
9532,friendly as the way,0
9533,city we are however,0
9534,heavy rains in chennai,0
9535,could have been a,0
9536,to the security the,0
9537,ballroom the operation staff,0
9538,added advantage two examples,0
9539,well connected by metro,0
9540,and stayed for  night,0
9541,for  days for ,0
9542,quite spacious bathroom had,0
9543,was the best ever,0
9544,many times every time,0
9545,and service decent the,0
9546,future for other groups,0
9547,hilton chennai twice last,0
9548,ok except that they,0
9549,on reception go out,0
9550,here it was so,0
9551,holiday at the hilton,0
9552,the outstanding feature of,0
9553,on reception who went,0
9554,region of the northeastern,0
9555,no ac being totally,0
9556,term tariff received a,0
9557,their staff professionalism and,0
9558,everything perfect breakfast very,0
9559,member of their program,0
9560,service well located close,0
9561,there is little to,0
9562,nothing to cry about,0
9563,i ordered milkshake with,0
9564,as we had our,0
9565,and is not soundproofed,0
9566,and got in the,0
9567,right will go stay,0
9568,airport recommended its a,0
9569,type of personal service,0
9570,very neat and clean,0
9571,what one would expect,0
9572,very cool i found,0
9573,want wine whisky beer,0
9574,nowwhere overlooking a trunk,0
9575,time i was a,0
9576,snaps in the lobby,0
9577,hiltoni love the environment,0
9578,it and took nice,0
9579,i highly recommend the,0
9580,polite friendly and courteous,0
9581,after your extensive travelling,0
9582,midst of city  speciall,0
9583,worldwide i think hilton,0
9584,to the places we,0
9585,rooms were spacious  woul,0
9586,available only in room,0
9587,place very comfortable and,0
9588,night the city around,0
9589,amazing especially the buffet,0
9590,the hospitality and service,0
9591,times and we love,0
9592,pickup to the check,0
9593,air conditionning system i,0
9594,the internet access was,0
9595,we particularly appreciated the,0
9596,star service i stay,0
9597,in cleaning otherwise guest,0
9598,has made this beautiful,0
9599,mohanbabu has provided best,0
9600,concern attention to detail,0
9601,are pretty good the,0
9602,awesome best place to,0
9603,bar is super rooms,0
9604,the mark check out,0
9605,an especially good stay,0
9606,really fantabulous beautiful lobby,0
9607,has issues they are,0
9608,local flair meals at,0
9609,superb welcome this guys,0
9610,and anyones expectations hats,0
9611,day there was an,0
9612,the hotel is amazing,0
9613,tasty the stewards are,0
9614,the professional design to,0
9615,too much trouble if,0
9616,event staff we worked,0
9617,every time i feel,0
9618,a letdown if you,0
9619,early and was made,0
9620,saw and experienced was,0
9621,the ground floor is,0
9622,to all parts of,0
9623,that was i wish,0
9624,agreed and they did,0
9625,buffet if you wish,0
9626,and this lobby made,0
9627,hotel experience was average,0
9628,welcomes with a great,0
9629,in an executive before,0
9630,have few special requirements,0
9631,your room there are,0
9632,business trips i can,0
9633,as i find them,0
9634,clean  spacious rooms attentiv,0
9635,it was the best,0
9636,by saying that this,0
9637,think  the menu need,0
9638,and bath tub descent,0
9639,the indian pallet and,0
9640,a king the lobby,0
9641,servicei was very from,0
9642,for making delicious dinner,0
9643,ask certainly my favorite,0
9644,business great well equipped,0
9645,in may clean rooms,0
9646,were excellent especially the,0
9647,in and it everything,0
9648,is expensive but you,0
9649,staff were brilliant and,0
9650,staff really i appreciate,0
9651,and stay there on,0
9652,reception the person could,0
9653,this hilton hotel during,0
9654,booked directly through the,0
9655,be quite engaging and,0
9656,taste and liking dinner,0
9657,advised the waiter to,0
9658,a success they provided,0
9659,back to stay at,0
9660,i was taken care,0
9661,customers if it so,0
9662,synonymous with the hilton,0
9663,been nice as a,0
9664,a good price hilton,0
9665,are smart and very,0
9666,over the city in,0
9667,pool is very nice,0
9668,a ok stay at,0
9669,minute detail of the,0
9670,sharing your kind feedback,0
9671,servers and bussers all,0
9672,as all drinks are,0
9673,very clean service is,0
9674,star property the expectations,0
9675,not only to  fro,0
9676,are on floor two,0
9677,i was very pleasantly,0
9678,again or go to,0
9679,am and the man,0
9680,high roof and can,0
9681,to check into the,0
9682,a train station right,0
9683,are the things that,0
9684,hard day dj was,0
9685,than willing to assist,0
9686,chose this hotel primarily,0
9687,also pretty smooth the,0
9688,robes the fitness centre,0
9689,lobby the public areas,0
9690,chennai skyline and a,0
9691,india i will stay,0
9692,ambiance was nice this,0
9693,its best staff are,0
9694,have a drink after,0
9695,business hilton chennai has,0
9696,the flaw ah this,0
9697,operational but do not,0
9698,comfortable the hotel is,0
9699,be a bit much,0
9700,the restaurants especially the,0
9701,rd of november you,0
9702,of the city one,0
9703,although nothing unduly oppresive,0
9704,and breakfast choice wide,0
9705,chennai has few good,0
9706,that this was one,0
9707,areas have been of,0
9708,also the hilton shuttle,0
9709,sit down dinner which,0
9710,a great host  ,0
9711,dissatisfied  once i ordere,0
9712,room with excellent shower,0
9713,if you wish the,0
9714,you after a hectic,0
9715,are indeed very pleased,0
9716,management symposium  insight a,0
9717,das was very helpful,0
9718,chennai turned out to,0
9719,drink will be a,0
9720,on the roof so,0
9721,hotels ayna restaurant where,0
9722,beautiful places to relax,0
9723,provided was exemplary and,0
9724,airport stateoftheart breakfast buffet,0
9725,trip in chennai india,0
9726,i stayed in the,0
9727,workers offering outstanding service,0
9728,was excellentoverall satisfied with,0
9729,very nice hotel i,0
9730,ways they can in,0
9731,expertation what suprised what,0
9732,and the staff professional,0
9733,good place for a,0
9734,help whether it is,0
9735,and dining staff was,0
9736,to love the staff,0
9737,provides not only indian,0
9738,metro once you get,0
9739,despite very much late,0
9740,in solving all my,0
9741,months that i stayed,0
9742,charged and ready to,0
9743,restaurants is nice and,0
9744,not leastgunja she was,0
9745,for any business  persona,0
9746,all our needs hiran,0
9747,between staffs which need,0
9748,doing you a favour,0
9749,city centre nice pool,0
9750,conference and we have,0
9751,the q bar manager,0
9752,a beautiful property with,0
9753,a perfect balance for,0
9754,pool and bar helps,0
9755,naveen ritish rakhi kartik,0
9756,the rooms have a,0
9757,excellent services warm and,0
9758,that my manager had,0
9759,christmas tree in the,0
9760,executive category room that,0
9761,stay here again the,0
9762,the concierge is extremely,0
9763,then i called up,0
9764,hilton due the vicinity,0
9765,ride and was literally,0
9766,hotel maintained a level,0
9767,from the moment you,0
9768,more on their services,0
9769,money stayed here a,0
9770,are modern with excellent,0
9771,center wide variety of,0
9772,i expected from a,0
9773,details all  telephones i,0
9774,sincerely roger brantsma general,0
9775,excellent especially ashlin who,0
9776,the area it is,0
9777,to position itself as,0
9778,firstclass in particular ashkar,0
9779,compared to other hilton,0
9780,i spent two weeks,0
9781,stay of just one,0
9782,in a hilton executive,0
9783,chennai was just perfect,0
9784,their presentation are not,0
9785,particularly john sailekha akshar,0
9786,mr sreekanth the manager,0
9787,that was on offer,0
9788,have said there is,0
9789,me for rooms at,0
9790,is a definite recommend,0
9791,we are however very,0
9792,bedroom was on top,0
9793,in hilton it was,0
9794,and staff are excellent,0
9795,chief mr pauljoe was,0
9796,water at the restaurants,0
9797,the newest one but,0
9798,were clean modern and,0
9799,wonderful the rooms were,0
9800,i am not wrong,0
9801,within hilton network that,0
9802,overwhelming friendly reception and,0
9803,good place to have,0
9804,stayed in a number,0
9805,continental and even japanese,0
9806,without intrusion it has,0
9807,nice and friendly i,0
9808,to stay the rooftop,0
9809,a very nice view,0
9810,and environment very calm,0
9811,world and this lobby,0
9812,pool watching the planes,0
9813,show how much thought,0
9814,of interest chennai the,0
9815,overall recommend this place,0
9816,your feedback after your,0
9817,or faulty at any,0
9818,great care of my,0
9819,was a cupcake personalised,0
9820,hotel is luxurious staff,0
9821,breakfast with not being,0
9822,was the best experience,0
9823,to ensure a great,0
9824,the staff were brilliant,0
9825,staff they are my,0
9826,few minutes away from,0
9827,the hotel on business,0
9828,pay for internetbreakfast was,0
9829,relay they passed on,0
9830,only  km to th,0
9831,quiet spacious and with,0
9832,food can be too,0
9833,simply superb the service,0
9834,all they have been,0
9835,like they are personalizing,0
9836,serving staff then came,0
9837,visit india again i,0
9838,the staff is fantastic,0
9839,ro plant needs attention,0
9840,airport till drop off,0
9841,should provide  internet servic,0
9842,the as a diamond,0
9843,having good times stayed,0
9844,business travelling solo and,0
9845,was closed take care,0
9846,with all part of,0
9847,walk anyway to explore,0
9848,horrendous if i have,0
9849,you like to be,0
9850,special dietary requirements and,0
9851,house services and comfort,0
9852,not quite at the,0
9853,maintained the professional level,0
9854,in front office and,0
9855,i have lived in,0
9856,and should taste vegetable,0
9857,thome cathedral mission beach,0
9858,hotel within  minutes o,0
9859,the beach and wander,0
9860,from staff made my,0
9861,be celebrating this special,0
9862,the staff were fantastic,0
9863,of cuisine during breakfast,0
9864,good mix and spread,0
9865,across the country however,0
9866,and even better banquet,0
9867,sleep not advisable for,0
9868,attending a conferencenot very,0
9869,excellent portray of the,0
9870,radisson blu was a,0
9871,and metro construction going,0
9872,place to stay with,0
9873,area with higher end,0
9874,the top floor was,0
9875,found our hotel a,0
9876,a reasonable car journey,0
9877,correct comfortable bed excellent,0
9878,and would say this,0
9879,very clean the rooms,0
9880,from the time i,0
9881,i was on business,0
9882,world bridge championship in,0
9883,have them ready for,0
9884,offered during our stay,0
9885,are blinds that you,0
9886,the perfect ambiance food,0
9887,those beautiful ladies waiting,0
9888,since there are no,0
9889,a week and chefs,0
9890,have the trappings of,0
9891,music the quality of,0
9892,spot an great stay,0
9893,had sunday brunch at,0
9894,out everything was just,0
9895,blu the radisson blu,0
9896,best hotel in chennai,0
9897,very comfortable and clean,0
9898,shifts well loved the,0
9899,during evening time are,0
9900,you relax beware if,0
9901,with the service as,0
9902,desk to the room,0
9903,and service is excellent,0
9904,hilton chennai were graciously,0
9905,an excellent stay and,0
9906,the city ambiance a,0
9907,faily get together will,0
9908,and it was delicious,0
9909,varieties of sea food,0
9910,we went with our,0
9911,the mishaps than the,0
9912,fairly close of the,0
9913,huge it can accommodate,0
9914,well appointed and comfortable,0
9915,are top notch the,0
9916,my wife and kid,0
9917,cuisine and the rooftop,0
9918,the airport by their,0
9919,food is excellant i,0
9920,for now going to,0
9921,bang right next to,0
9922,healthy options at breakfast,0
9923,hotel in chennai she,0
9924,bell boymy overall experince,0
9925,comfortable rooms  beds friendl,0
9926,the staffs at vascos,0
9927,with the facilities and,0
9928,well the rooms are,0
9929,modern other facilities are,0
9930,with my family comfort,0
9931,the checkin service was,0
9932,is completed i stayed,0
9933,stay homely and amzing,0
9934,set out rooms great,0
9935,the construction work of,0
9936,however it was reoslved,0
9937,staff its worth spending,0
9938,i checked in they,0
9939,to mrabi sir who,0
9940,for business standard double,0
9941,as are the staff,0
9942,a couple of months,0
9943,especially the front office,0
9944,december  and find i,0
9945,as the taj or,0
9946,hotel staff right from,0
9947,the closest youll find,0
9948,of thought and detail,0
9949,know it is operational,0
9950,called hilton love its,0
9951,nandri three great things,0
9952,juices etc staff remembers,0
9953,the location is well,0
9954,the event manager at,0
9955,experience in in room,0
9956,visit hilton chennai good,0
9957,shouldnt pay for the,0
9958,derservice of ayna is,0
9959,at check in i,0
9960,good recently our engagement,0
9961,feedback on our restaurant,0
9962,hereit is in the,0
9963,prepared on order there,0
9964,fix it he did,0
9965,excellent do not even,0
9966,a smoking room i,0
9967,week of january the,0
9968,cruise lovely hotel rooms,0
9969,i stay in lots,0
9970,i had a vasco,0
9971,nice and clean rooms,0
9972,the main one and,0
9973,with their infrastructure any,0
9974,star property welcome change,0
9975,were fantastic and the,0
9976,more than  items ambianc,0
9977,it is to locate,0
9978,open air feel but,0
9979,city  best staff servic,0
9980,paneer recheado in the,0
9981,there was no spagympool,0
9982,just an amazing experience,0
9983,restaurant staff like mayank,0
9984,to chennai very good,0
9985,the spread the taste,0
9986,limited and that days,0
9987,gets better with every,0
9988,friendliness towards their guests,0
9989,maritima you can find,0
9990,hospitality in one word,0
9991,small touch thank you,0
9992,quality food and wide,0
9993,a good hotel rooms,0
9994,covering all tastes enjoyed,0
9995,the front desk with,0
9996,the buffet options are,0
9997,has been very friendly,0
9998,there is no crowd,0
9999,the airport although the,0
10000,the hilton on february,0
10001,was well spread and,0
10002,in the opulent ambience,0
10003,nights on business staff,0
10004,pm at the main,0
10005,hilton promise as you,0
10006,helpful and always on,0
10007,carried out to its,0
10008,soft drinks its free,0
10009,cool drinks in the,0
10010,us not just this,0
10011,wakeup so if you,0
10012,were great first the,0
10013,january th  it wa,0
10014,city near to da,0
10015,service is not that,0
10016,on the reception desk,0
10017,trying hilton chennai the,0
10018,is cutting edge via,0
10019,recommend doing so beforehand,0
10020,appreciate the feedback we,0
10021,strongly recommend my friends,0
10022,the airport about  min,0
10023,are very helpful ensure,0
10024,of guests lot of,0
10025,the duty manager when,0
10026,the best located five,0
10027,i have come across,0
10028,the hotel staff offers,0
10029,despite the hour on,0
10030,in hilton chennai on,0
10031,food offerings with regards,0
10032,in chennai guindy coming,0
10033,restaurants staff to housekeeping,0
10034,i did multiple reschedules,0
10035,day i would stay,0
10036,assure you that as,0
10037,were about  of u,0
10038,a very important factor,0
10039,servvice which im keen,0
10040,cannot thank him enough,0
10041,roof top pool was,0
10042,perks for continued loyalty,0
10043,select which ones easily,0
10044,i loved the ambiance,0
10045,month one does get,0
10046,outstanding service while there,0
10047,is lavish and serves,0
10048,again to enjoy the,0
10049,and the warm welcome,0
10050,great but the sound,0
10051,some of the oberoi,0
10052,metro train stationgood front,0
10053,for this hotel facility,0
10054,our visit to the,0
10055,go outside for dinner,0
10056,staff are friendly check,0
10057,hour and roof top,0
10058,prompt and reception staff,0
10059,and kamala kannan they,0
10060,great things about this,0
10061,rate so please always,0
10062,make me feel special,0
10063,small kids and mother,0
10064,yet another bar rooms,0
10065,multiple choice menu for,0
10066,indian food another plus,0
10067,from walking to workout,0
10068,a smile at all,0
10069,food items stayed here,0
10070,service and food is,0
10071,was excellent and followed,0
10072,time and enjoyed to,0
10073,little  year old gir,0
10074,problem for us i,0
10075,will stay again and,0
10076,hilton i cannot believe,0
10077,guests completely mr sahil,0
10078,options great views and,0
10079,deal was a the,0
10080,as the chennai metro,0
10081,of the same for,0
10082,until i left was,0
10083,local superstars gunja and,0
10084,nothing much of a,0
10085,primarily residential so dont,0
10086,rain we went and,0
10087,buffet the entire team,0
10088,met reena in the,0
10089,secured totally a classic,0
10090,uphold the high service,0
10091,was held at hilton,0
10092,the situation very courteously,0
10093,who prepares excellent food,0
10094,our stay in hilton,0
10095,are very poor suite,0
10096,morning flight the property,0
10097,a i stayed with,0
10098,i would most definitely,0
10099,flood and theres water,0
10100,vasco was greatwhat a,0
10101,a very good location,0
10102,menu and they were,0
10103,service love this hotelvery,0
10104,previous stays and provide,0
10105,provided a great selection,0
10106,is amazing and the,0
10107,or breakfast but am,0
10108,at breakfast and the,0
10109,i met reena in,0
10110,time when traveling to,0
10111,meet your expectations best,0
10112,budget hotel no body,0
10113,of final settlement of,0
10114,to spell for those,0
10115,and enjoyed the service,0
10116,we enjoyed the most,0
10117,highly recommended and would,0
10118,facilities only improved here,0
10119,there the hotel is,0
10120,the best i am,0
10121,see would recommend to,0
10122,roof top bar with,0
10123,you may have to,0
10124,very attentive i would,0
10125,fantastic clean swimming pool,0
10126,hotel is luxurious and,0
10127,the hilton extremely satisfied,0
10128,chennai india staying at,0
10129,business trip best hotel,0
10130,chocolate sauce during my,0
10131,a polite and professional,0
10132,was put up here,0
10133,wow what an amazing,0
10134,hotel is one of,0
10135,the hilton chennai is,0
10136,the hotel celebrated it,0
10137,recommend very welcoming hotel,0
10138,my family friends son,0
10139,the room was comfortable,0
10140,to welcome me and,0
10141,only  mins from th,0
10142,and could not explore,0
10143,so welcoming and helpful,0
10144,hats off to her,0
10145,amenities are just right,0
10146,stayed for  nights an,0
10147,feet and look around,0
10148,anything they can be,0
10149,by vasco team especially,0
10150,service  i come bac,0
10151,fourth visit to chennai,0
10152,outstanding in their indian,0
10153,is also well maintained,0
10154,again on a business,0
10155,were excellent  marble bathroom,0
10156,everytime well done i,0
10157,or dinner  i staye,0
10158,teamamazing place for business,0
10159,and food are great,0
10160,as always made the,0
10161,with all stayed here,0
10162,off the menu and,0
10163,site i am pleased,0
10164,lounge checkin was ok,0
10165,room are large and,0
10166,chennai the best hotel,0
10167,are fine service is,0
10168,checkin staff takes you,0
10169,or to the airport,0
10170,hotels of this standard,0
10171,had excellent service and,0
10172,other cuisines desserts are,0
10173,killed with kindness  th,0
10174,the crowd but still,0
10175,two years old and,0
10176,wonderful experience in hilton,0
10177,and security system to,0
10178,hotel  promises  this w,0
10179,with traffic its not,0
10180,very busy road but,0
10181,best one  stayed i,0
10182,venture the city you,0
10183,for my wife and,0
10184,luxury hotels i stayed,0
10185,from the moment of,0
10186,us your contact details,0
10187,to experience the executive,0
10188,business hotel within a,0
10189,was of a good,0
10190,amazing job in reassuring,0
10191,in hilton and felt,0
10192,months even the hotel,0
10193,well looked after the,0
10194,well maintained my first,0
10195,cant wait guysthis is,0
10196,to the city the,0
10197,service by friendly and,0
10198,first experience in india,0
10199,overall everything perfect breakfast,0
10200,was coming in at,0
10201,very prompt my husband,0
10202,is amazing and very,0
10203,the place just an,0
10204,about hilton  happy hour,0
10205,at vascos and food,0
10206,hotel is it lacks,0
10207,of special mention i,0
10208,returning to this hilton,0
10209,heavily so they had,0
10210,cap of hilton best,0
10211,staff to help you,0
10212,quick in responses and,0
10213,trips the hotel is,0
10214,great stay i arrived,0
10215,ambience breakfast spread was,0
10216,front office manager and,0
10217,delicious i have nor,0
10218,great bars and restaurants,0
10219,once in the main,0
10220,very good outside of,0
10221,was lovelyfeeling like superbsoi,0
10222,quite liked the bar,0
10223,service of the satff,0
10224,friendly staffs in front,0
10225,an indian cityand relax,0
10226,ballroom total headcount for,0
10227,but team is excellent,0
10228,and make you feel,0
10229,it too overall a,0
10230,the second time i,0
10231,at different hotels in,0
10232,anniversary celebration and hilton,0
10233,beeline to this absolutely,0
10234,especially pleased to know,0
10235,is very neatly done,0
10236,rs  charge on m,0
10237,at city center very,0
10238,went out of her,0
10239,visible very cooperative and,0
